cust_id,age,occupation,risk_tolerance,investment_goals,education,marital_status,dependents,region,financial_history,sector,income_level,account_balance,account_deposits,account_withdrawals,account_transfers,international_transfers,account_investments,account_type,loan_amount,loan_purpose,employment_status,loan_term,interest_rate,loan_status
0764,34,Manager,Low,Wealth Preservation,PhD,Widowed,3,South America,Average,Healthcare,1358.584375,1888.946374,590.8823005,315.8174043,246.3944458,35.68510932,325.4920935,credit,5000,Debt Consolidation,Self-Employed,48,0.0994,pending
0765,57,Retiree,Medium,Income Generation,Master's,Widowed,3,Asia,Poor,Retail,466.2743501,1000,449.6962147,136.1515545,229.2241834,29.88745449,129.592778,checking,5000,Debt Consolidation,Retired,12,0.0914,pending
0766,70,Manager,Medium,Growth,PhD,Widowed,2,South America,Average,Technology,37094.12746,5677.627097,664.3223375,1207.786964,1224.213933,29.6926025,414.8757608,checking,50000,Small Business,Employed,24,0.099,approved
0767,27,Engineer,Medium,Wealth Preservation,Master's,Widowed,2,Africa,Poor,Manufacturing,33.33030797,1000,233.6779853,209.9429773,190.0595676,24.26741707,183.6152168,credit,5000,Medical Expenses,Employed,48,0.087,pending
0768,77,Student,Medium,Wealth Preservation,Bachelor's,Married,4,North America,Good,Finance,25076.79001,42965.03455,8329.27147,6517.046056,5320.155266,1074.472267,4573.840677,credit,34711.75123,Home Improvement,Retired,12,0.124611751,rejected
0769,23,Data Scientist,Low,Growth,PhD,Married,2,North America,Poor,Education,1130.802076,1889.313876,631.4833825,435.6654817,120.0485014,17.52571486,151.9354526,checking,5000,Small Business,Employed,48,0.0598,approved
0770,45,Artist,High,Speculation,Bachelor's,Single,3,North America,Good,Healthcare,9203.779817,18326.52583,4805.423447,5169.674535,1382.696621,77.40479975,4732.300984,credit,5000,Auto Purchase,Retired,48,0.0646,approved
0771,52,Artist,High,Growth,High School,Single,2,South America,Poor,Education,3729.092696,5258.547784,1128.749332,1125.536642,1293.645386,102.501256,1634.528524,credit,5000,Medical Expenses,Employed,24,0.0647,approved
0772,78,Doctor,High,Growth,PhD,Married,0,Europe,Poor,Manufacturing,359.0625013,1000,103.4888098,237.4693688,140.6000472,36.56631456,50.74886031,savings,5000,Medical Expenses,Unemployed,24,0.0785,pending
0773,61,Engineer,High,Income Generation,Bachelor's,Widowed,3,Australia,Poor,Manufacturing,509.1051018,1000,391.5962403,66.6418428,241.6622311,26.1756392,230.5511049,investment,5000,Auto Purchase,Employed,48,0.07,rejected
0774,30,Teacher,High,Income Generation,Bachelor's,Married,4,Africa,Excellent,Education,1043.815795,1000,298.1634574,124.0163964,77.10511674,9.622085338,200.3127976,investment,5000,Home Improvement,Retired,24,0.0721,pending
0775,21,Manager,High,Wealth Preservation,High School,Divorced,0,Australia,Good,Retail,111.3022962,1000,475.5277434,245.4606181,200.4686444,8.717486195,77.68394574,checking,5000,Small Business,Self-Employed,48,0.0858,pending
0776,68,Engineer,Low,Wealth Preservation,High School,Divorced,3,Europe,Good,Healthcare,7416.679641,6836.066669,3289.414434,826.364357,1391.289347,56.64430499,598.4718479,checking,5000,Auto Purchase,Unemployed,24,0.0638,approved
0777,64,Student,Medium,Income Generation,PhD,Single,0,Africa,Excellent,Finance,29916.12493,28008.57651,10396.06468,7666.109126,3082.795295,275.482589,4023.815819,investment,30458.48998,Auto Purchase,Employed,24,0.12085849,pending
0778,30,Manager,Low,Growth,PhD,Married,3,Australia,Excellent,Retail,1545.477331,1000,109.1946275,250.168538,119.7483557,21.85013201,162.85903,investment,5000,Auto Purchase,Self-Employed,36,0.0767,rejected
0779,25,Retiree,High,Growth,Master's,Married,2,South America,Poor,Retail,801.9978576,1317.828051,558.8547295,117.269497,268.7360092,45.34448425,164.140937,credit,5000,Auto Purchase,Unemployed,48,0.098,rejected
0780,65,Doctor,High,Wealth Preservation,Master's,Divorced,1,Asia,Poor,Healthcare,6826.852939,7617.596854,2003.887411,1146.953364,1513.754091,83.46690573,1631.641337,credit,5981.04814,Debt Consolidation,Employed,12,0.061581048,approved
0781,84,Doctor,Low,Speculation,High School,Single,3,Asia,Excellent,Retail,175.8886264,1000,368.4035591,218.4212644,160.0326291,6.295231294,75.02432551,savings,5000,Home Improvement,Employed,48,0.0584,approved
0782,67,Artist,Medium,Wealth Preservation,PhD,Single,1,South America,Excellent,Healthcare,9608.70051,16223.37301,7701.328019,1994.898151,3432.595205,120.5864129,2142.284991,checking,11113.67404,Debt Consolidation,Employed,60,0.083313674,pending
0783,52,Retiree,Low,Growth,Bachelor's,Divorced,4,South America,Excellent,Retail,903.5763261,1486.777904,389.326333,137.8792528,212.4010697,32.61446767,123.9566381,credit,5000,Debt Consolidation,Retired,24,0.0533,approved
0784,83,Lawyer,High,Income Generation,Bachelor's,Widowed,1,North America,Good,Finance,14231.24131,9617.993465,1613.213676,1748.099239,2210.08314,15.01066171,1412.778496,investment,7918.32356,Medical Expenses,Self-Employed,60,0.075918324,pending
0785,28,Teacher,Medium,Wealth Preservation,High School,Divorced,0,North America,Poor,Finance,5832.645392,10497.4711,4786.585956,2920.104327,2264.286672,627.9304277,586.6754121,savings,5000,Auto Purchase,Self-Employed,48,0.0474,approved
0786,69,Doctor,High,Income Generation,PhD,Widowed,1,Asia,Good,Healthcare,6540.455508,10264.85689,1755.71299,2347.146662,1082.8113,219.2381311,2015.01076,checking,6322.299148,Debt Consolidation,Self-Employed,24,0.058922299,approved
0787,24,Data Scientist,High,Speculation,PhD,Married,2,South America,Poor,Technology,32816.76797,33441.12808,8065.837819,3841.667755,5855.824031,1670.0128,2569.943375,investment,16396.26617,Small Business,Unemployed,48,0.106096266,rejected
0788,44,Lawyer,High,Speculation,Master's,Single,1,Australia,Average,Education,2300.836324,4225.645934,1176.171308,1081.026699,999.0275578,104.6040393,959.163928,checking,5000,Medical Expenses,Employed,12,0.074,rejected
0789,81,Data Scientist,Medium,Speculation,High School,Divorced,1,Africa,Poor,Healthcare,6973.359536,9916.871606,4153.218782,2134.363096,2258.060203,160.4048317,840.4118453,savings,5000,Auto Purchase,Self-Employed,48,0.0575,approved
0790,46,Engineer,High,Speculation,PhD,Single,1,Asia,Good,Finance,29321.05155,8913.976435,3311.47172,2253.553459,899.1227846,152.2162129,2008.893055,checking,35828.00385,Debt Consolidation,Employed,24,0.129228004,rejected
0791,73,Artist,Medium,Growth,High School,Widowed,0,Africa,Poor,Technology,25309.86821,37576.25493,18624.60607,10872.80984,3263.127189,600.7039219,7310.175072,savings,14636.55441,Home Improvement,Self-Employed,12,0.071936554,approved
0792,65,Manager,Low,Income Generation,Bachelor's,Married,1,South America,Good,Technology,22275.12698,37102.54607,17220.16211,6835.814218,3134.990569,424.4728328,4780.151672,checking,13792.77483,Medical Expenses,Retired,60,0.058492775,approved
0793,79,Student,High,Income Generation,Bachelor's,Married,2,Africa,Good,Technology,31515.5573,41380.67364,10887.91291,3780.989371,6793.312651,1160.319154,13550.77718,credit,22623.11705,Small Business,Retired,24,0.112423117,rejected
0794,84,Lawyer,Low,Wealth Preservation,PhD,Divorced,4,North America,Average,Retail,1620.214064,1000,246.4674884,90.26878018,185.8485809,54.18074072,133.6326315,credit,5000,Medical Expenses,Retired,12,0.0954,pending
0795,65,Developer,High,Income Generation,PhD,Widowed,3,Asia,Excellent,Retail,4628.735408,6393.135341,1303.161887,756.3624323,474.9325406,60.67292971,2253.64097,savings,5000,Debt Consolidation,Employed,36,0.0804,pending
0796,21,Engineer,Low,Speculation,PhD,Married,1,Europe,Good,Retail,77.71076676,1000,118.00217,200.3896462,54.14008417,3.398849883,142.941731,credit,5000,Home Improvement,Unemployed,48,0.0617,approved
0797,81,Manager,Medium,Speculation,Master's,Single,3,Europe,Poor,Finance,10460.35246,11293.0186,3413.614918,2386.053695,602.9614598,13.81008706,1255.00953,savings,5000,Debt Consolidation,Retired,36,0.0722,pending
0798,26,Developer,High,Wealth Preservation,PhD,Widowed,4,Africa,Good,Retail,2227.7728,4009.88534,1622.303276,1041.088873,506.0757777,97.06965958,508.098395,credit,5000,Debt Consolidation,Self-Employed,48,0.0677,approved
0799,22,Retiree,Low,Wealth Preservation,Master's,Married,3,Asia,Good,Manufacturing,714.6309028,1408.208839,676.4038156,117.3494568,92.79321877,25.83365238,240.0395274,savings,5000,Auto Purchase,Unemployed,48,0.0519,approved
0800,43,Developer,High,Income Generation,PhD,Married,0,Africa,Poor,Education,2222.805737,3145.387319,356.2514571,786.7439918,487.4842866,63.97798287,304.4325929,savings,5000,Home Improvement,Employed,24,0.0573,approved
0801,28,Artist,Medium,Wealth Preservation,PhD,Single,3,Australia,Average,Finance,13369.90136,16498.50302,6527.353427,4553.686937,3696.996582,910.6561508,2935.461084,credit,17508.30466,Home Improvement,Unemployed,24,0.105708305,pending
0802,38,Data Scientist,Low,Speculation,Master's,Single,1,North America,Average,Education,974.1716431,1629.068655,361.9764448,371.8764064,346.3356842,69.12233475,209.7777462,investment,5000,Small Business,Employed,12,0.0779,rejected
0803,66,Artist,High,Income Generation,Bachelor's,Single,3,Africa,Average,Manufacturing,15.24377139,1000,267.0564379,105.2499889,127.4523735,15.2417289,158.9259952,investment,5000,Debt Consolidation,Unemployed,60,0.0867,pending
0804,84,Doctor,High,Wealth Preservation,Master's,Widowed,4,Asia,Poor,Finance,10333.20785,15488.97616,4372.630629,2967.897726,3531.354154,232.7924198,1868.713278,credit,13772.39309,Auto Purchase,Unemployed,24,0.092972393,rejected
0805,23,Manager,Medium,Speculation,Bachelor's,Single,0,Asia,Poor,Manufacturing,79.79134592,1000,190.0981169,276.7372345,178.1566866,12.03060163,110.7082197,checking,5000,Home Improvement,Retired,24,0.0677,approved
0806,64,Data Scientist,Medium,Income Generation,High School,Married,4,Asia,Excellent,Healthcare,2343.235759,2716.577174,649.3790647,531.8783062,487.192771,136.3129976,324.4464647,checking,5000,Debt Consolidation,Unemployed,36,0.0781,rejected
0807,63,Retiree,Low,Growth,PhD,Widowed,0,Asia,Good,Retail,2382.553915,1612.590293,379.0144952,363.8626568,221.9843142,3.078853673,248.5484873,credit,5000,Medical Expenses,Self-Employed,24,0.0504,approved
0808,49,Developer,Low,Income Generation,PhD,Single,4,Asia,Poor,Technology,48152.67166,29463.27714,11018.57332,2376.896947,6947.107226,1128.472633,5442.011147,credit,37268.80063,Medical Expenses,Unemployed,36,0.099668801,approved
0809,59,Lawyer,High,Wealth Preservation,High School,Married,0,South America,Average,Technology,15761.51318,21898.72511,6631.24237,3639.787034,4637.981642,96.38963829,6166.933632,savings,17034.23647,Home Improvement,Self-Employed,24,0.077734236,approved
0810,59,Manager,High,Speculation,Master's,Widowed,4,Asia,Average,Manufacturing,41.47318013,1000,149.7277236,98.9675019,59.15616701,2.194244976,355.2489883,checking,5000,Medical Expenses,Retired,48,0.0629,approved
0811,58,Developer,Low,Income Generation,PhD,Divorced,0,Europe,Poor,Finance,20260.59871,31496.62121,8156.89687,8077.377722,3432.339087,642.9400777,2136.677408,investment,20667.24597,Medical Expenses,Retired,24,0.090667246,pending
0812,42,Engineer,Low,Income Generation,High School,Widowed,2,Africa,Excellent,Retail,690.5435882,1054.98437,425.6892422,276.3518229,71.56294393,1.832431707,208.2172348,investment,5000,Medical Expenses,Self-Employed,36,0.0841,rejected
0813,54,Teacher,Low,Speculation,High School,Divorced,2,Australia,Excellent,Healthcare,3285.180699,2988.067912,865.9794363,852.3314234,431.7399922,112.509066,271.303717,checking,5000,Home Improvement,Employed,12,0.0558,approved
0814,68,Developer,Low,Growth,Master's,Widowed,4,Australia,Poor,Education,4215.452125,5741.593931,2216.160434,373.729781,1169.749942,340.9358596,991.8981944,checking,5800.055911,Medical Expenses,Retired,12,0.079400056,rejected
0815,20,Artist,Medium,Income Generation,Master's,Married,2,Europe,Average,Finance,6032.40855,2032.519612,973.6905679,153.0520835,296.6990696,12.02096701,224.8983429,checking,5206.811938,Home Improvement,Unemployed,60,0.098506812,pending
0816,81,Engineer,Medium,Wealth Preservation,Master's,Widowed,0,South America,Good,Retail,1856.802435,2829.407061,1358.157197,363.97421,632.0525644,136.6642579,556.4600808,credit,5000,Medical Expenses,Self-Employed,48,0.0817,rejected
0817,26,Manager,Medium,Growth,Bachelor's,Single,2,Africa,Excellent,Retail,1582.977197,2691.11451,621.270422,796.2186774,366.7621959,21.31983786,145.1570986,investment,5000,Auto Purchase,Unemployed,36,0.0722,pending
0818,20,Retiree,High,Speculation,Bachelor's,Divorced,0,Australia,Good,Healthcare,2795.04597,5492.796341,2474.266499,934.4903802,980.0313777,66.27048468,1398.694181,credit,5000,Small Business,Self-Employed,48,0.0641,approved
0819,60,Retiree,Low,Growth,PhD,Single,1,Europe,Excellent,Finance,50070.08056,39078.46538,7928.001429,5540.645079,3864.450884,247.0425502,5692.158859,credit,39263.57822,Auto Purchase,Unemployed,24,0.109763578,rejected
0820,62,Lawyer,High,Speculation,PhD,Divorced,2,South America,Good,Finance,26492.23195,27583.4407,3475.819357,3964.470319,6854.774143,1642.788169,6562.577886,checking,16989.11658,Auto Purchase,Employed,60,0.074689117,approved
0821,23,Data Scientist,Low,Speculation,PhD,Widowed,3,Asia,Average,Retail,336.5886781,1000,189.1447469,245.5016611,117.6038063,23.78576653,74.54767346,credit,5000,Auto Purchase,Employed,60,0.0741,pending
0822,66,Student,Low,Income Generation,Master's,Widowed,0,South America,Excellent,Manufacturing,307.5764993,1000,298.9262055,147.2800557,160.0429049,34.0821762,130.5266566,credit,5000,Home Improvement,Self-Employed,24,0.0827,pending
0823,64,Student,Low,Growth,PhD,Married,3,North America,Excellent,Retail,877.4155892,1000,351.9863473,287.856001,139.758269,0.158993673,151.7183347,investment,5000,Home Improvement,Employed,36,0.0823,rejected
0824,59,Developer,Low,Income Generation,PhD,Married,3,North America,Average,Finance,10351.97409,8731.457898,2434.294344,1342.517642,1824.060985,434.998154,1624.958857,savings,5000,Small Business,Self-Employed,48,0.0947,rejected
0825,33,Student,Low,Growth,High School,Divorced,3,North America,Good,Technology,52332.72009,98775.47288,32046.72635,25852.76529,18080.70837,3689.00715,11869.96276,credit,50000,Medical Expenses,Self-Employed,24,0.1127,approved
0826,68,Artist,Low,Wealth Preservation,Master's,Married,1,Asia,Excellent,Finance,5694.29863,4247.837813,1720.07359,1122.811812,700.2918202,58.70564181,223.7276874,investment,5000,Auto Purchase,Employed,12,0.0942,pending
0827,75,Data Scientist,Low,Wealth Preservation,High School,Single,0,Africa,Average,Healthcare,3491.412491,1662.624993,311.2182189,108.7383959,367.7444907,44.18380867,163.6583708,checking,5000,Auto Purchase,Retired,48,0.0655,approved
0828,41,Retiree,High,Growth,High School,Single,3,Australia,Poor,Healthcare,5061.998432,9408.772384,1666.672619,926.7886787,812.5215126,203.6387202,2521.055801,savings,5000,Small Business,Employed,60,0.0618,approved
0829,37,Retiree,High,Wealth Preservation,Bachelor's,Widowed,2,Australia,Excellent,Finance,21537.02483,21174.72477,2240.226242,3279.76104,2020.518501,522.009804,5569.253091,investment,14628.38326,Medical Expenses,Self-Employed,36,0.107528383,pending
0830,48,Lawyer,High,Speculation,Master's,Single,1,South America,Poor,Technology,17885.94015,25516.67886,11406.6377,2086.40115,3726.380748,584.0727834,3720.090005,checking,11287.90243,Medical Expenses,Self-Employed,36,0.072687902,approved
0831,27,Manager,Low,Growth,PhD,Married,2,Asia,Excellent,Technology,47640.85308,93595.69695,30147.25338,18143.83029,22591.89758,3955.724017,13697.28146,investment,50000,Home Improvement,Retired,12,0.1438,rejected
0832,76,Teacher,Medium,Growth,High School,Divorced,1,Asia,Average,Finance,22468.08741,42674.1034,17434.74694,8140.498883,3881.379906,594.9949012,7454.341398,investment,33306.03257,Debt Consolidation,Employed,24,0.074606033,approved
0833,46,Retiree,Medium,Growth,Bachelor's,Single,2,North America,Excellent,Healthcare,3285.380223,3153.121121,1357.412958,796.3138611,215.8306279,47.44750318,310.0144511,savings,5000,Home Improvement,Unemployed,36,0.0539,approved
0834,67,Artist,Medium,Speculation,High School,Widowed,2,South America,Excellent,Retail,119.9757817,1000,336.7291102,74.11167122,110.2316706,18.1218178,77.28225097,checking,5000,Home Improvement,Self-Employed,36,0.0981,pending
0835,44,Artist,Medium,Wealth Preservation,PhD,Widowed,2,Asia,Excellent,Education,799.70515,1411.42816,528.809455,81.0538303,87.84777586,4.192624503,213.006755,checking,5000,Medical Expenses,Unemployed,24,0.0717,rejected
0836,81,Lawyer,Low,Growth,High School,Divorced,2,Africa,Average,Technology,31309.14427,12500.80537,4246.890123,1259.073353,796.0145617,43.94795027,1341.902668,investment,25629.20354,Medical Expenses,Self-Employed,12,0.110129204,rejected
0837,43,Data Scientist,Low,Income Generation,Master's,Single,4,Asia,Excellent,Education,502.0878345,1000,244.9265749,139.8843058,114.1334005,9.698849538,114.071606,savings,5000,Small Business,Self-Employed,36,0.0708,approved
0838,67,Lawyer,High,Income Generation,Master's,Divorced,4,Europe,Excellent,Finance,10624.65368,3728.311953,1851.495037,599.8119798,474.1242345,133.2989684,206.256784,credit,7664.943686,Debt Consolidation,Retired,48,0.092764944,pending
0839,36,Developer,Low,Wealth Preservation,Master's,Widowed,3,Europe,Good,Finance,18396.39841,8865.402785,4202.422173,2610.152773,928.301186,51.72800375,671.5670641,investment,5516.260205,Medical Expenses,Unemployed,48,0.10011626,rejected
0840,55,Student,High,Income Generation,Bachelor's,Widowed,3,Europe,Average,Manufacturing,334.321732,1000,202.8234831,291.0656601,206.0759293,5.865427064,388.8713191,checking,5000,Debt Consolidation,Self-Employed,60,0.0803,pending
0841,63,Teacher,Medium,Growth,Master's,Widowed,0,Australia,Excellent,Manufacturing,1438.435705,1000,240.0957815,156.4308042,233.8717313,8.03563579,155.0628796,savings,5000,Debt Consolidation,Self-Employed,12,0.0557,approved
0842,50,Student,Low,Income Generation,Bachelor's,Divorced,4,South America,Average,Technology,44024.52252,56430.82541,20126.28476,8438.4103,13682.35267,2275.336741,10794.56332,credit,44819.9036,Medical Expenses,Employed,48,0.116619904,pending
0843,81,Developer,Low,Growth,PhD,Married,4,North America,Average,Manufacturing,668.3202711,1244.140379,525.9714731,253.9131434,307.1876764,31.87081267,207.6067532,credit,5000,Home Improvement,Retired,36,0.0662,approved
0844,80,Developer,Medium,Growth,Master's,Divorced,2,Australia,Excellent,Finance,15926.57017,7173.210086,3552.952742,759.3110711,1194.248026,354.0806316,626.2037765,investment,9367.391555,Debt Consolidation,Retired,12,0.102167392,rejected
0845,42,Data Scientist,High,Wealth Preservation,Master's,Married,1,Asia,Excellent,Technology,48522.34489,18567.68876,2098.669966,4806.545711,2162.051992,286.0472459,1904.19281,checking,5798.316695,Home Improvement,Self-Employed,36,0.090898317,rejected
0846,52,Retiree,Low,Speculation,Master's,Married,3,Australia,Poor,Retail,834.4148285,1460.036818,722.7859282,249.3363632,79.4402447,7.951316832,231.698901,investment,5000,Home Improvement,Employed,24,0.0871,pending
0847,72,Data Scientist,Medium,Income Generation,Bachelor's,Widowed,3,North America,Good,Technology,70372.98932,100000,45410.44408,20011.95971,13732.88626,1993.710834,13539.61388,investment,50000,Debt Consolidation,Self-Employed,48,0.1104,approved
0848,59,Doctor,Low,Wealth Preservation,High School,Married,4,Asia,Good,Finance,5940.891454,10219.00216,1868.185991,1849.235419,1928.137088,267.1025307,1229.361987,investment,5000,Debt Consolidation,Self-Employed,12,0.0917,pending
0849,61,Manager,Low,Speculation,PhD,Widowed,3,Australia,Excellent,Education,2860.499451,4973.975225,787.7335535,723.4869921,1071.227009,295.0545276,354.1525833,investment,5000,Auto Purchase,Self-Employed,48,0.0463,approved
0850,55,Artist,Low,Speculation,Master's,Married,0,South America,Average,Healthcare,3753.588771,6477.37877,2894.0921,808.3749137,980.2042576,54.50321223,723.8197243,savings,5537.046529,Medical Expenses,Retired,36,0.071237047,rejected
0851,64,Teacher,High,Wealth Preservation,Bachelor's,Single,2,South America,Good,Technology,31251.29752,22026.14935,3959.140066,3691.103475,3437.596318,982.8962285,8424.717165,savings,30396.86541,Home Improvement,Unemployed,36,0.110696865,pending
0852,21,Student,Medium,Income Generation,Bachelor's,Married,3,Africa,Poor,Education,643.7763316,1026.745398,379.3314489,149.7679648,189.5583695,39.45488508,169.5625347,credit,5000,Medical Expenses,Employed,60,0.0812,rejected
0853,66,Engineer,Medium,Wealth Preservation,High School,Widowed,0,Australia,Average,Manufacturing,128.6068208,1000,267.9844217,70.8117998,155.6363961,37.77741498,167.8999135,investment,5000,Debt Consolidation,Self-Employed,36,0.0844,rejected
0854,28,Lawyer,Low,Growth,Bachelor's,Widowed,0,South America,Poor,Technology,28616.57288,37205.49811,15771.02228,2545.161217,2162.329255,209.6435813,1915.427378,savings,11143.3482,Debt Consolidation,Unemployed,36,0.079043348,rejected
0855,23,Data Scientist,High,Wealth Preservation,Bachelor's,Widowed,1,Africa,Poor,Technology,25699.06231,5416.918428,1322.595958,1002.9014,846.5699871,194.1788037,884.5063281,savings,5000,Home Improvement,Unemployed,36,0.0574,approved
0856,24,Engineer,High,Growth,Master's,Divorced,2,Australia,Poor,Manufacturing,182.2227268,1000,103.4362879,57.67577638,105.8664228,13.15460181,277.0167322,credit,5000,Small Business,Retired,60,0.0789,pending
0857,32,Teacher,High,Growth,Bachelor's,Widowed,1,Asia,Average,Manufacturing,65.41620368,1000,185.3720004,194.7988313,243.3834574,28.85665871,372.4886302,credit,5000,Debt Consolidation,Unemployed,36,0.0793,pending
0858,43,Engineer,Low,Wealth Preservation,Master's,Single,2,North America,Average,Manufacturing,80.29334572,1000,285.3276672,201.7736133,191.4199281,45.15225713,84.39846992,investment,5000,Home Improvement,Self-Employed,12,0.0498,approved
0859,42,Teacher,Medium,Growth,Master's,Married,1,Europe,Average,Healthcare,6064.41803,11385.51511,4524.125981,3058.392271,2278.156304,432.7346049,1925.962349,credit,5000,Medical Expenses,Employed,60,0.062,approved
0860,19,Lawyer,Medium,Wealth Preservation,Master's,Divorced,3,Africa,Good,Healthcare,4422.854825,2684.74151,1339.08471,374.4890363,446.1913082,78.15179506,324.0563786,savings,5000,Home Improvement,Unemployed,12,0.0748,rejected
0861,54,Lawyer,Medium,Wealth Preservation,PhD,Single,2,North America,Good,Retail,564.0678951,1007.731318,400.2757267,237.0533798,72.97896417,1.962900563,147.2919964,credit,5000,Home Improvement,Unemployed,12,0.0665,approved
0862,40,Engineer,Medium,Growth,Bachelor's,Married,1,South America,Average,Technology,42817.01954,32864.35821,7410.523861,4163.026136,7409.493096,35.93234486,2379.154919,credit,10176.81131,Auto Purchase,Unemployed,36,0.085676811,pending
0863,36,Manager,Medium,Growth,PhD,Married,2,South America,Excellent,Finance,18449.06849,20398.51271,9663.645718,1555.759133,2813.149621,420.6541059,1148.168545,investment,15417.33097,Auto Purchase,Self-Employed,36,0.067317331,approved
0864,68,Artist,High,Speculation,Bachelor's,Single,1,Africa,Poor,Finance,9771.324591,17134.06188,5597.57892,2246.038447,3730.277153,1049.11727,6017.239243,checking,5000,Home Improvement,Unemployed,12,0.0679,approved
0865,59,Engineer,Medium,Wealth Preservation,PhD,Divorced,4,Africa,Good,Finance,20901.03237,23613.81538,4221.55495,3160.005604,4058.958004,272.9142741,4002.5188,investment,24140.63602,Debt Consolidation,Self-Employed,48,0.097840636,pending
0866,69,Manager,High,Income Generation,High School,Widowed,1,South America,Average,Technology,32613.59078,39718.31267,16909.52042,3043.17752,8639.460772,1464.413662,8001.254427,checking,26706.65386,Auto Purchase,Employed,36,0.094706654,pending
0867,35,Doctor,Medium,Speculation,High School,Single,3,Europe,Good,Manufacturing,389.3858373,1000,331.094079,238.4371276,90.1512564,11.8023631,83.87786777,savings,5000,Debt Consolidation,Self-Employed,12,0.0643,approved
0868,32,Doctor,High,Speculation,PhD,Widowed,2,Asia,Good,Technology,85877.6746,100000,31675.80735,15018.02782,11091.49515,229.895986,29467.48874,investment,19781.10954,Small Business,Unemployed,36,0.10968111,rejected
0869,83,Developer,Low,Speculation,PhD,Single,3,North America,Poor,Technology,90013.08222,47441.2448,16341.43259,5398.085558,8075.469262,2071.380985,6088.217203,investment,50000,Medical Expenses,Unemployed,60,0.0909,approved
0870,38,Artist,Low,Income Generation,High School,Divorced,4,Africa,Average,Finance,20767.62051,38667.209,16525.9539,4068.930465,5295.904605,2.712926841,7050.815066,credit,20363.82619,Medical Expenses,Employed,24,0.061563826,approved
0871,41,Lawyer,High,Growth,High School,Single,4,South America,Excellent,Technology,53544.31123,96403.39972,34839.07287,10279.9306,21070.23523,3206.622848,16794.73043,credit,50000,Small Business,Self-Employed,12,0.1288,pending
0872,44,Student,Medium,Income Generation,PhD,Divorced,4,Australia,Poor,Education,3715.568982,3661.689057,1633.437386,840.5926028,906.5523063,56.57982013,365.9288376,credit,5000,Auto Purchase,Unemployed,24,0.0953,rejected
0873,62,Student,Medium,Income Generation,High School,Single,4,Asia,Excellent,Education,959.3703782,1314.513724,560.1401111,231.5079273,100.0484947,16.74619102,116.6163045,investment,5000,Auto Purchase,Self-Employed,12,0.0626,approved
0874,41,Student,Low,Growth,PhD,Widowed,1,Asia,Poor,Healthcare,2669.769049,1507.923251,607.3693447,103.9641724,199.8278667,42.70065783,268.9898694,credit,5000,Home Improvement,Self-Employed,12,0.0938,rejected
0875,82,Lawyer,High,Speculation,High School,Married,0,Europe,Poor,Education,1278.529704,2324.84156,1089.754891,402.9059124,348.404399,17.99677373,596.9293644,checking,5000,Small Business,Employed,24,0.0981,pending
0876,68,Artist,High,Income Generation,PhD,Widowed,4,Africa,Excellent,Technology,36086.00596,14990.13771,3016.99387,2973.568045,3593.495767,270.0350697,5636.915829,checking,5000,Debt Consolidation,Unemployed,48,0.0718,pending
0877,58,Student,Low,Speculation,Bachelor's,Widowed,4,Australia,Poor,Retail,324.5013656,1000,412.7474374,62.43781893,64.89911678,1.664054243,124.9046545,savings,5000,Small Business,Self-Employed,60,0.0936,pending
0878,22,Student,Medium,Growth,Bachelor's,Married,3,North America,Excellent,Retail,1170.611619,2258.163228,462.692502,272.7601324,315.5754328,83.27830474,146.581918,credit,5000,Small Business,Unemployed,60,0.0697,approved
0879,18,Manager,High,Speculation,Bachelor's,Single,3,Europe,Good,Retail,3855.44598,4327.963344,1425.188163,427.3707036,974.9100767,141.4110215,1465.543953,savings,5000,Debt Consolidation,Retired,36,0.0508,approved
0880,43,Developer,Medium,Growth,High School,Divorced,3,Asia,Average,Technology,17278.24245,9863.323347,3840.969979,2522.278587,1654.56786,250.4266683,1056.372519,savings,10626.12004,Small Business,Unemployed,12,0.07682612,approved
0881,45,Retiree,Medium,Growth,High School,Married,2,Australia,Excellent,Technology,39673.58566,75115.17741,13389.43488,7309.159745,10535.82935,966.6475124,4489.240912,credit,30142.85896,Small Business,Self-Employed,12,0.116842859,rejected
0882,23,Artist,High,Income Generation,High School,Single,0,South America,Good,Retail,676.2054793,1000,307.8527788,192.3560922,141.4065935,18.85241152,195.5703475,credit,5000,Small Business,Retired,24,0.1022,pending
0883,27,Developer,Medium,Wealth Preservation,Bachelor's,Single,4,South America,Average,Technology,47076.89798,61371.23423,17551.86332,17463.22707,4891.504858,1018.119595,11121.07869,investment,18284.21584,Medical Expenses,Retired,12,0.106784216,rejected
0884,82,Artist,Low,Speculation,PhD,Widowed,1,South America,Good,Finance,15562.67927,2964.71733,1480.242038,297.7212212,641.3170756,131.6606766,582.3260329,checking,5000,Home Improvement,Unemployed,36,0.066,approved
0885,28,Lawyer,High,Wealth Preservation,High School,Divorced,4,Australia,Average,Technology,17564.82639,6770.231476,989.8791567,907.2196814,384.2797504,96.68188953,910.5853229,investment,15343.12379,Home Improvement,Unemployed,12,0.092743124,pending
0886,30,Lawyer,Low,Speculation,PhD,Divorced,2,Africa,Average,Retail,544.9635927,1078.09301,342.7847944,210.7541803,185.3394577,41.36475674,189.6767371,credit,5000,Small Business,Retired,12,0.0554,approved
